100000000, 1, 3.1415926535904264, 29.1379
100000000, 2, 3.1415926535900223, 15.9751
100000000, 3, 3.1415926535901537, 7.3065
100000000, 4, 3.1415926535902168, 6.9360
100000000, 5, 3.1415926535896439, 5.9889
100000000, 6, 3.1415926535896723, 5.0658
100000000, 7, 3.1415926535896643, 5.0518
100000000, 8, 3.1415926535896137, 4.4973
100000000, 9, 3.1415926535897531, 4.4778
100000000, 10, 3.1415926535897452, 4.2379
100000000, 11, 3.1415926535897376, 3.9254
100000000, 12, 3.1415926535897389, 3.9320
100000000, 13, 3.1415926535897492, 3.7948
100000000, 14, 3.1415926535897487, 3.4553
100000000, 15, 3.1415926535897460, 3.6160
100000000, 16, 3.1415926535897749, 3.6335
100000000, 17, 3.1415926535897309, 3.2865
100000000, 18, 3.1415926535897443, 3.3786
100000000, 19, 3.1415926535897452, 3.3842
100000000, 20, 3.1415926535897505, 3.0937
100000000, 21, 3.1415926535897531, 3.2731
100000000, 22, 3.1415926535897594, 3.1806
100000000, 23, 3.1415926535897594, 3.0666
100000000, 24, 3.1415926535897540, 3.5728
100000000, 25, 3.1415926535897514, 3.0996
100000000, 26, 3.1415926535897531, 2.9398
100000000, 27, 3.1415926535897505, 2.8966
100000000, 28, 3.1415926535897492, 3.0687
100000000, 29, 3.1415926535897540, 2.9013
100000000, 30, 3.1415926535897603, 2.9719
100000000, 31, 3.1415926535897682, 2.7543
